종목코드,종목명,종가,대비,등락률,시장구분,업종명,시가총액,EPS,BPS,주당배당금,배당수익률,Date,PER,PBR,PCR,PSR,IDX_CD,IDX_NM_KOR,ALL_MKT_VAL,MKT_VAL,WGT,S_WGT,CAL_WGT,SEC_CD,SEC_NM_KOR,SEQ,TOP60,APT_SHR_CNT,SEC_1ST,ROE,size
104700,한국철강,10050,-100,-0.99,KOSPI,철강금속,462802500000,,15132,200,1.99,2021-09-24,,0.664182692307692,4.96569206008584,0.73066387748658,G1510,WICS 소재,130796768,222145,0.17,89.46,1,G15,소재,56,8,22104000,G15,,big
241820,피씨엘,45850,-1150,-2.45,KOSDAQ,제약,462598852450,2030,3646,0,0,2021-09-24,22.59,12.6048733637602,,8.61450377001862,G3520,WICS 제약과생물공학,139968350,282185,0.2,88.2,1,G35,건강관리,82,16,6154532,G35,0.558,big
091810,티웨이항공,4185,-110,-2.56,KOSPI,운수창고업,461732217615,,1060,0,0,2021-09-24,,3.94642921038462,,1.71520140273031,G2030,WICS 운송,41254793,198545,0.48,98.21,1,G20,산업재,17,3,47442020,G20,,big
049070,인탑스,26750,-300,-1.11,KOSDAQ,IT부품,4.601e+11,2369,27150,250,0.93,2021-09-24,11.3886138613861,0.827220424307803,10.7,0.59154024170738,G4520,WICS 기술하드웨어와장비,44599486,289863,0.65,65.51,1,G45,IT,31,24,10836000,G45,0.0726,big
247660,나노씨엠에스,109300,0,0,KOSDAQ,일반전기전자,460034956000,,1861,0,0,2021-09-24,,74.4093580952381,,111.614037142857,G1510,WICS 소재,130796768,257620,0.2,88.03,1,G15,소재,48,8,2356995,G15,,big
089970,에이피티씨,19450,-350,-1.77,KOSDAQ,기계·장비,458331372750,1112,3805,500,2.57,2021-09-24,19.5868108012821,5.10960281772575,35.2562594423077,4.92829433064516,G4530,WICS 반도체와반도체장비,431176010,279582,0.06,98.03,1,G45,IT,36,0,14374403,G45,0.2609,big
298540,더네이쳐홀딩스,31500,50,0.16,KOSDAQ,섬유·의류,458156664000,3035,11321,400,1.27,2021-09-24,11.3405114851485,2.78176480874317,10.5081803669725,1.57496275008594,G2520,WICS 내구소비재와의류,49360418,274894,0.56,78.4,1,G25,경기관련소비재,24,7,8726794,G25,0.2453,big
099190,아이센스,33300,-300,-0.89,KOSDAQ,의료·정밀기기,457450025400,1974,15978,250,0.75,2021-09-24,17.0690307985075,2.05042593186912,13.221099,2.24570459204713,G3510,WICS 건강관리장비와서비스,17087092,338513,1.98,54.03,1,G35,건강관리,12,16,10165556,G35,0.1201,big
035890,서희건설,1980,5,0.25,KOSDAQ,건설,455020744860,632,2260,40,2.02,2021-09-24,3.64599955817308,0.842787080681608,1.92723737763659,0.355957713259798,G2010,WICS 자본재,124006699,213860,0.17,83.75,1,G20,산업재,61,18,108009975,G20,0.2312,big
299030,하나기술,60700,200,0.33,KOSDAQ,기계·장비,453621419000,,7360,0,0,2021-09-24,,8.47890502803738,,5.15478885227273,G4520,WICS 기술하드웨어와장비,44599486,199593,0.45,71.25,1,G45,IT,42,24,3288195,G45,,big
130660,한전산업,13900,-450,-3.14,KOSPI,서비스업,4.5314e+11,419,2553,208,1.5,2021-09-24,33.0759124087591,5.44639423076923,13.5265671641791,1.37607045247495,G5510,WICS 유틸리티,11855265,308135,2.6,90.27,1,G55,유틸리티,6,2,22168000,G55,0.1647,big
086890,이수앱지스,13650,-450,-3.19,KOSDAQ,제약,452943418200,,1542,0,0,2021-09-24,,10.3886105091743,,17.6931022734375,G3520,WICS 제약과생물공학,139968350,276295,0.2,88.39,1,G35,건강관리,83,16,20241427,G35,,big
121800,비덴트,9890,130,1.33,KOSDAQ,통신장비,451713931450,592,7345,0,0,2021-09-24,21.3072609174528,1.35162756268701,,42.2162552757009,G4540,WICS 디스플레이,17095003,320717,1.88,56.78,1,G45,IT,7,10,32428402,G45,0.0634,big
016800,퍼시스,39150,500,1.29,KOSPI,기타제조업,4.50225e+11,3660,40080,1000,2.55,2021-09-24,10.7,0.976838793664569,10.9013317191283,1.56927500871384,G2010,WICS 자본재,124006699,130565,0.11,90.09,1,G20,산업재,109,18,3335000,G20,0.0913,big
029960,코엔텍,8980,70,0.79,KOSDAQ,기타서비스,4.49e+11,513,3028,510,5.68,2021-09-24,17.5,2.96565389696169,13.2840236686391,6.34180790960452,G2020,WICS 상업서비스와공급품,5444111,179600,3.3,79.95,1,G20,산업재,8,4,2e+07,G20,0.1695,big
321550,티움바이오,18800,-300,-1.57,KOSDAQ,기타서비스,447852208800,,3469,0,0,2021-09-24,,5.42851162181818,,447.8522088,G3520,WICS 제약과생물공학,139968350,107485,0.08,95.97,1,G35,건강관리,143,16,5717262,G35,,big
009410,태영건설,11500,0,0,KOSPI,건설업,447339627000,9514,15974,325,2.83,2021-09-24,0.803411686422414,0.691619707792208,0.470487617795541,0.19607259566075,G2010,WICS 자본재,124006699,134202,0.11,89.66,1,G20,산업재,105,18,11669729,G20,0.8609,big
053580,웹케시,32250,0,0,KOSDAQ,금융,444606498000,1334,5023,250,0.78,2021-09-24,24.18,6.62602828614009,13.19307115727,6.10723211538462,G4510,WICS 소프트웨어와서비스,21315250,253426,1.19,59.95,1,G45,IT,15,16,7858161,G45,0.274,big
001630,종근당홀딩스,88600,-600,-0.67,KOSPI,의약품,443873684600,15711,107821,1400,1.58,2021-09-24,5.64007223125794,0.528232398667143,6.66477003903904,0.517275008274094,G3520,WICS 제약과생물공학,139968350,239692,0.17,89.84,1,G35,건강관리,91,16,2705325,G35,0.0937,big
340570,티앤엘,54100,-1000,-1.81,KOSDAQ,제약,439724800000,1509,8853,400,0.74,2021-09-24,43.97248,6.10728888888889,47.2822365591398,10.8306600985222,G3510,WICS 건강관리장비와서비스,17087092,184684,1.08,68.1,1,G35,건강관리,22,16,3413760,G35,0.1389,big
008350,남선알미늄,3980,-90,-2.21,KOSPI,철강금속,438512778200,95,1716,0,0,2021-09-24,41.7631217333333,2.3140516,,1.63319470465549,G1510,WICS 소재,130796768,359580,0.27,84.24,1,G15,소재,31,8,90346854,G15,0.0554,big
377030,맥스트,51200,200,0.39,KOSDAQ,소프트웨어,436914739200,,597,0,0,2021-09-24,,85.76,,,G4510,WICS 소프트웨어와서비스,21315250,262149,1.23,58.76,1,G45,IT,14,16,5120095,G45,,big
122450,KMH,9630,-140,-1.43,KOSDAQ,방송서비스,436585333320,718,5865,0,0,2021-09-24,13.3921881386503,1.0226875926915,5.66258538677043,1.36946465909661,G5020,WICS 미디어와엔터테인먼트,150344455,248854,0.17,94.34,1,G50,커뮤니케이션서비스,35,3,25841499,G50,0.0764,big
272550,삼양패키징,30700,-450,-1.44,KOSPI,화학,436240982800,2273,21657,1000,3.26,2021-09-24,13.51,1.41774775040624,5.95957626775956,1.18672737431991,G1510,WICS 소재,130796768,109060,0.08,95.09,1,G15,소재,103,8,3552451,G15,0.1049,big
058650,세아홀딩스,109000,-1500,-1.36,KOSPI,철강금속,4.36e+11,,464459,2250,2.06,2021-09-24,,0.15988265493216,0.955302366345311,0.102409921548363,G1510,WICS 소재,130796768,43600,0.03,98.74,1,G15,소재,171,8,4e+05,G15,,big
030530,원익홀딩스,5640,0,0,KOSDAQ,기계·장비,435622212840,1051,11095,0,0,2021-09-24,5.5422673389313,0.390867844629879,3.94228246914027,0.674337790773994,G4530,WICS 반도체와반도체장비,431176010,222167,0.05,98.37,1,G45,IT,42,0,39391370,G45,0.0705,big
089030,테크윙,22450,-300,-1.32,KOSDAQ,반도체,435268861600,1712,10478,230,1.02,2021-09-24,13.5597776199377,2.01233870365233,17.3413889083665,1.90740079579316,G4530,WICS 반도체와반도체장비,431176010,317746,0.07,97.82,1,G45,IT,33,0,14153509,G45,0.1484,big
347860,알체라,31700,-300,-0.94,KOSDAQ,소프트웨어,434932971100,,2070,0,0,2021-09-24,,15.7015513032491,,94.5506458913044,G4510,WICS 소프트웨어와서비스,21315250,247912,1.16,61.11,1,G45,IT,16,16,7820561,G45,,big
220630,맘스터치,4270,90,2.15,KOSDAQ,유통,434760857370,244,776,30,0.7,2021-09-24,18.2672629147059,5.56672032483995,15.043628282699,1.52014285793706,G2530,"WICS 호텔,레스토랑,레저등",11197619,160862,1.44,94.36,1,G25,경기관련소비재,11,3,37672486,G25,0.3047,big
003060,에이프로젠제약,1085,0,0,KOSPI,의약품,432454707195,35,1268,0,0,2021-09-24,38.270328070354,0.722685005339238,53.3894700240741,8.11359675787993,G3520,WICS 제약과생물공학,139968350,233526,0.17,90.34,1,G35,건강관리,94,16,215230914,G35,0.0189,big
047820,초록뱀미디어,2625,0,0,KOSDAQ,오락·문화,430890954375,,776,0,0,2021-09-24,,3.54443322807346,591.03424078125,10.1247835679872,G5020,WICS 미디어와엔터테인먼트,150344455,430891,0.29,92.45,1,G50,커뮤니케이션서비스,26,3,164148935,G50,,big
228670,레이,32300,1650,5.38,KOSDAQ,의료·정밀기기,429801048200,594,4907,0,0,2021-09-24,54.4051959746835,6.58194560796325,148.207258,7.78625087318841,G3510,WICS 건강관리장비와서비스,17087092,270775,1.58,60.75,1,G35,건강관리,16,16,8383116,G35,0.121,big
095340,ISC,25900,-400,-1.52,KOSDAQ,반도체,428502964400,454,12209,150,0.58,2021-09-24,68.0163435555556,2.48119840416908,17.2783453387097,3.51808673563218,G4530,WICS 반도체와반도체장비,431176010,248532,0.06,98.21,1,G45,IT,39,0,9595819,G45,0.0365,big
100120,뷰웍스,42600,100,0.24,KOSDAQ,의료·정밀기기,426079449000,2395,17022,450,1.06,2021-09-24,18.6060894759825,2.49753487104338,67.6316585714286,2.65801278228322,G3510,WICS 건강관리장비와서비스,17087092,298256,1.75,55.78,1,G35,건강관리,13,16,7001306,G35,0.1342,big
009290,광동제약,8120,-30,-0.37,KOSPI,의약품,425657310120,1119,9112,100,1.23,2021-09-24,9.37571167665198,0.84758524516129,18.6691802684211,0.342223275542692,G3520,WICS 제약과생물공학,139968350,242625,0.17,89.66,1,G35,건강관리,90,16,29879885,G35,0.0904,big
100790,미래에셋벤처투자,9210,-330,-3.46,KOSDAQ,금융,425463529830,695,3926,155,1.68,2021-09-24,13.2957353071875,2.35583349850498,,,G4030,WICS 다각화된금융,4107722,148912,3.63,52.04,1,G40,금융,7,10,16168538,G40,0.1772,big
032620,유비케어,8150,140,1.75,KOSDAQ,소프트웨어,425406682850,123,2041,50,0.61,2021-09-24,68.6139811048387,3.88499253744292,36.0514138008475,3.94625865352505,G3510,WICS 건강관리장비와서비스,17087092,191433,1.12,65.91,1,G35,건강관리,20,16,23488713,G35,0.0566,big
037270,YG PLUS,6700,-110,-1.62,KOSPI,서비스업,424977047000,,1487,0,0,2021-09-24,,4.08239238232469,,3.96803965452848,G5020,WICS 미디어와엔터테인먼트,150344455,199739,0.13,95.81,1,G50,커뮤니케이션서비스,45,3,29811823,G50,,big
001510,SK증권,897,-3,-0.33,KOSPI,증권,423913383387,25,1207,10,1.11,2021-09-24,37.1853845076316,0.730004104334424,,,G4020,WICS 증권,18336465,305218,1.66,91.15,1,G40,금융,11,4,340264923,G40,0.0196,big
263050,유틸렉스,27350,-50,-0.18,KOSDAQ,제약,422507011900,,3727,0,0,2021-09-24,,7.22234208376068,,211.25350595,G3520,WICS 제약과생물공학,139968350,257729,0.18,89.14,1,G35,건강관리,87,16,9423374,G35,,big
018000,유니슨,3470,0,0,KOSDAQ,기계·장비,422416115970,,625,0,0,2021-09-24,,5.5801336323646,,5.26703386496259,G2010,WICS 자본재,124006699,367502,0.3,81.23,1,G20,산업재,50,18,105908363,G20,,big
024720,한국콜마홀딩스,22700,-250,-1.09,KOSPI,기타금융,421691521300,6123,29717,205,0.9,2021-09-24,3.7284838311229,0.53541330789741,5.06232318487395,0.624265760621762,G2520,WICS 내구소비재와의류,49360418,227713,0.46,80.41,1,G25,경기관련소비재,28,7,10031428,G25,0.1436,big
051500,CJ프레시웨이,35350,-850,-2.35,KOSDAQ,유통,419660565100,,15839,0,0,2021-09-24,,1.46631923515024,3.32272814806017,0.169320381319346,G3010,WICS 식품과기본식료품소매,656612,218223,33.23,71.87,1,G30,필수소비재,2,2,6173225,G30,,big
131370,알서포트,7870,-70,-0.88,KOSDAQ,디지털컨텐츠,419211943210,,1130,30,0.38,2021-09-24,,6.96365354169435,22.7832577831522,9.03474015538793,G4510,WICS 소프트웨어와서비스,21315250,217990,1.02,63.26,1,G45,IT,18,16,27698883,G45,,big
104830,원익머트리얼즈,33150,0,0,KOSDAQ,반도체,417955200000,2628,26857,200,0.6,2021-09-24,12.6270453172205,1.23436266981689,6.02240922190202,1.50995375722543,G1510,WICS 소재,130796768,225696,0.17,89.12,1,G15,소재,54,8,6808320,G15,0.0978,big
064260,다날,6040,0,0,KOSDAQ,디지털컨텐츠,416452201600,264,3368,0,0,2021-09-24,24.7888215238095,1.78275771232877,17.6462797288136,1.81539756582389,G4510,WICS 소프트웨어와서비스,21315250,299846,1.41,56.16,1,G45,IT,12,16,49643309,G45,0.0719,big
142760,바이오리더스,15150,1050,7.45,KOSDAQ,기타서비스,416277943800,,1116,0,0,2021-09-24,,4.46171429581994,,5.17115458136646,G3520,WICS 제약과생물공학,139968350,337185,0.24,86,1,G35,건강관리,72,16,22256445,G35,,big
119860,다나와,31800,-450,-1.4,KOSDAQ,인터넷,415779339600,2387,10461,600,1.89,2021-09-24,13.4556420582524,3.03932265789474,20.0859584347826,1.79215232586207,G2550,WICS 소매(유통),13446456,195416,1.45,87.51,1,G25,경기관련소비재,11,5,6145166,G25,0.2259,big
003620,쌍용차,2770,0,0,KOSPI,운수장비,415056805540,,,0,0,2021-09-24,,,7.78718209268293,0.140687684068877,,,,,,,,,,,,,,,big
050890,쏠리드,6870,10,0.15,KOSDAQ,통신장비,414130311990,,2071,0,0,2021-09-24,,3.70420672620751,,2.39520134175824,G4520,WICS 기술하드웨어와장비,44599486,347869,0.78,59.78,1,G45,IT,23,24,50636021,G45,,big
036200,유니셈,13500,150,1.12,KOSDAQ,반도체,413967010500,715,4799,80,0.59,2021-09-24,19.7127147857143,2.81227588654891,14.0805105612245,1.92453282426778,G4530,WICS 반도체와반도체장비,431176010,277358,0.06,98.09,1,G45,IT,37,0,20545029,G45,0.1427,big
078160,메디포스트,25450,-350,-1.36,KOSDAQ,제약,413923737300,,7462,0,0,2021-09-24,,3.54083607613345,229.957631833333,8.5169493271605,G3520,WICS 제약과생물공학,139968350,380810,0.27,84.51,1,G35,건강관리,66,16,14963058,G35,,big
002310,아세아제지,46200,-150,-0.32,KOSPI,종이목재,413790392400,6057,70731,700,1.52,2021-09-24,7.63450908487085,0.653181361325967,3.90368294716981,0.56559649043193,G1510,WICS 소재,130796768,206895,0.16,90.11,1,G15,소재,60,8,4478251,G15,0.0856,big
017940,E1,60300,-1200,-1.95,KOSPI,유통업,4.13658e+11,10427,172701,2200,3.65,2021-09-24,6.86,0.332656212303981,2.3624100513992,0.10532080659945,G5510,WICS 유틸리티,11855265,227512,1.92,92.19,1,G55,유틸리티,7,2,3773000,G55,0.0485,big
003300,한일홀딩스,14300,-50,-0.35,KOSPI,비금속광물,412065654000,1677,46221,510,3.57,2021-09-24,8.39237584521385,0.22598752550181,1.64366036697248,0.268726786226686,G2010,WICS 자본재,124006699,140102,0.11,89.01,1,G20,산업재,99,18,9797365,G20,0.0269,big
001470,삼부토건,2990,-150,-4.78,KOSPI,건설업,411263640320,,1397,0,0,2021-09-24,,2.27108362401988,,1.08406232026885,G2010,WICS 자본재,124006699,345461,0.28,81.8,1,G20,산업재,52,18,115538949,G20,,big
214260,라파스,47850,2750,6.1,KOSDAQ,화학,411015518100,,5248,0,0,2021-09-24,,9.21559457623318,456.683909,22.9617607877095,G2520,WICS 내구소비재와의류,49360418,287711,0.58,77.85,1,G25,경기관련소비재,23,7,6012766,G25,,big
102940,코오롱생명과학,35800,-1300,-3.5,KOSDAQ,제약,408562344800,,5078,0,0,2021-09-24,,7.04417835862069,,3.15735969706337,,,,,,,,,,,,,,,big
030210,KTB투자증권,6770,20,0.3,KOSPI,증권,408326402840,1162,8631,150,2.22,2021-09-24,5.4371025677763,0.692900734498558,,,G4020,WICS 증권,18336465,314411,1.71,89.48,1,G40,금융,10,4,46441851,G40,0.1274,big
035510,신세계 I&C,236500,-2500,-1.05,KOSPI,서비스업,4.0678e+11,52485,122866,2500,1.06,2021-09-24,4.51,1.92513014671084,10.9349462365591,0.846929002706642,G4510,WICS 소프트웨어와서비스,21315250,240000,1.13,62.24,1,G45,IT,17,16,1014800,G45,0.4269,big
122900,아이마켓코리아,12150,150,1.25,KOSPI,유통업,406160406000,672,10210,600,4.94,2021-09-24,18.9794582242991,0.974239400335812,78.1077703846154,0.143044448122843,G2020,WICS 상업서비스와공급품,5444111,215265,3.95,76.65,1,G20,산업재,7,4,17717285,G20,0.0513,big
091120,이엠텍,25450,300,1.19,KOSDAQ,IT부품,404347971200,62,11602,0,0,2021-09-24,449.275523555556,2.14280853842077,30.1752217313433,1.42929646942382,G4520,WICS 기술하드웨어와장비,44599486,315391,0.71,64.19,1,G45,IT,29,24,12392590,G45,0.0048,big
308080,바이젠셀,42850,-1050,-2.39,KOSDAQ,제약,404318888000,,,0,0,2021-09-24,,,,,G3520,WICS 제약과생물공학,139968350,283023,0.2,87.79,1,G35,건강관리,80,16,6604976,G35,,big
001500,현대차증권,12700,-50,-0.39,KOSPI,증권,402749537400,2739,27500,675,5.31,2021-09-24,4.77757458362989,0.377884722649653,,,G4020,WICS 증권,18336465,201375,1.1,95.06,1,G40,금융,14,4,15856281,G40,0.0791,big
265520,AP시스템,27700,-50,-0.18,KOSDAQ,반도체,401102287900,1736,9041,120,0.43,2021-09-24,16.931814468,3.06291868089725,6.65558744811321,0.715267593274755,G4540,WICS 디스플레이,17095003,304838,1.78,58.56,1,G45,IT,8,10,11004973,G45,0.1809,big
034810,해성산업,15150,-300,-1.94,KOSDAQ,금융,399297914700,25651,33305,175,1.16,2021-09-24,1.15671470075319,0.585738469561391,8.45970158262712,0.832911795369211,G1510,WICS 소재,130796768,203642,0.16,90.26,1,G15,소재,61,8,13441712,G15,0.5064,big
084680,이월드,2800,-55,-1.93,KOSPI,기타제조업,397057340400,,2557,0,0,2021-09-24,,1.09502851737452,305.428723384615,3.01944745551331,G2530,"WICS 호텔,레스토랑,레저등",11197619,127058,1.13,97.9,1,G25,경기관련소비재,14,3,45377982,G25,,big
049180,셀루메드,10000,30,0.3,KOSDAQ,제약,396069730000,3,814,0,0,2021-09-24,3960.6973,9.85248084577114,,4.32863092896175,G3510,WICS 건강관리장비와서비스,17087092,126742,0.74,78.85,1,G35,건강관리,34,16,12674231,G35,0.0025,big
293480,하나제약,22250,250,1.14,KOSPI,의약품,395448048500,864,13083,510,2.29,2021-09-24,25.75,1.70158368545611,25.3492338782051,2.23038944444444,G3520,WICS 제약과생물공학,139968350,142361,0.1,94.39,1,G35,건강관리,125,16,6398261,G35,0.0661,big
095720,웅진씽크빅,3405,-55,-1.59,KOSPI,서비스업,393297878925,8,3213,110,3.23,2021-09-24,393.297878925,1.04963405104083,7.88172102054108,0.608726015980498,G2560,WICS 교육서비스,1841806,129788,7.05,45.61,1,G25,경기관련소비재,3,6,38116975,G25,0.0027,big
138080,오이솔루션,37000,0,0,KOSDAQ,통신장비,393091515000,1164,13835,300,0.81,2021-09-24,31.7009286290323,2.67409193877551,15.2361052325581,3.80902630813953,G4520,WICS 기술하드웨어와장비,44599486,267302,0.6,66.11,1,G45,IT,32,24,7224385,G45,0.0844,big
194700,노바렉스,43650,350,0.81,KOSDAQ,음식료·담배,393013251000,3162,12840,300,0.69,2021-09-24,15.6578984462151,3.38804526724138,24.111242392638,1.7639732989228,G3520,WICS 제약과생물공학,139968350,168996,0.12,93.2,1,G35,건강관리,114,16,3871608,G35,0.2164,big
225530,보광산업,10800,-200,-1.82,KOSDAQ,비금속,392458251600,237,2133,100,0.93,2021-09-24,45.6346804186047,4.95528095454545,28.4390037391304,6.8973330685413,G2010,WICS 자본재,124006699,121662,0.1,90.8,1,G20,산업재,116,18,11265005,G20,0.1086,big
086980,쇼박스,6260,1100,21.32,KOSDAQ,오락·문화,3.91876e+11,,2149,0,0,2021-09-24,,2.91357620817844,,8.3734188034188,G5020,WICS 미디어와엔터테인먼트,150344455,164588,0.11,96.15,1,G50,커뮤니케이션서비스,48,3,26292000,G50,,big
213500,한솔제지,16450,0,0,KOSPI,종이목재,391519475200,2493,26670,700,4.26,2021-09-24,6.60235202698145,0.616760357908003,3.12715235782748,0.259301592953176,G1510,WICS 소재,130796768,266233,0.2,87.63,1,G15,소재,46,8,16184392,G15,0.0934,big
001520,동양,1640,-15,-0.91,KOSPI,비금속광물,391441863320,,3285,40,2.44,2021-09-24,,0.502106032991278,13.0917011143813,0.649049682175427,G2010,WICS 자본재,124006699,207464,0.17,84.26,1,G20,산업재,64,18,126502553,G20,,big
001940,KISCO홀딩스,21150,-150,-0.7,KOSPI,철강금속,390775437000,2260,45645,300,1.42,2021-09-24,11.3268242608696,0.292759542253521,2.73652266806723,0.367063157054293,G1510,WICS 소재,130796768,144587,0.11,93.37,1,G15,소재,85,8,6836261,G15,0.0258,big
101360,이엔드디,37800,0,0,KOSDAQ,화학,390110477400,409,5926,0,0,2021-09-24,92.42,6.37435420588235,22.4201423793103,4.22654905092091,G1510,WICS 소재,130796768,288682,0.22,86.81,1,G15,소재,42,8,7637083,G15,0.069,big
001780,알루코,4645,65,1.42,KOSPI,철강금속,388713949745,,2427,0,0,2021-09-24,,1.48420752098129,4.20231297021622,0.784805067120937,G1510,WICS 소재,130796768,182696,0.14,91,1,G15,소재,66,8,39331659,G15,,big
046440,KG모빌리언스,9980,-70,-0.7,KOSDAQ,소프트웨어,387479168640,628,6842,220,2.2,2021-09-24,17.221296384,1.40696865882353,10.0383204310881,1.44044300609665,G4510,WICS 소프트웨어와서비스,21315250,189865,0.89,65.17,1,G45,IT,20,16,19024528,G45,0.0817,big
104460,디와이피엔에프,36150,-450,-1.23,KOSDAQ,기계·장비,387297543750,2716,8513,420,1.16,2021-09-24,14.896059375,4.30809281145717,37.601703276699,1.82429365873764,G2010,WICS 자본재,124006699,147173,0.12,88.43,1,G20,산업재,94,18,4071178,G20,0.2892,big
031440,신세계푸드,1e+05,2400,2.46,KOSPI,서비스업,3.87248e+11,,73152,750,0.75,2021-09-24,,1.36691846099541,5.91218320610687,0.312221236797549,G2530,"WICS 호텔,레스토랑,레저등",11197619,174262,1.56,92.93,1,G25,경기관련소비재,10,3,1742616,G25,,big
006060,화승인더,7000,-150,-2.1,KOSPI,화학,3.8724e+11,698,6374,188,2.69,2021-09-24,10.3817694369973,0.617410714285714,3.51716621253406,0.298152140437327,G2520,WICS 내구소비재와의류,49360418,247834,0.5,79.95,1,G25,경기관련소비재,27,7,35404800,G25,0.0595,big
216050,인크로스,48000,-700,-1.44,KOSDAQ,기타서비스,386725296000,1701,9251,0,0,2021-09-24,31.4410809756098,5.1909435704698,15.7205404878049,9.81536284263959,G5020,WICS 미디어와엔터테인먼트,150344455,185628,0.12,95.93,1,G50,커뮤니케이션서비스,46,3,3867253,G50,0.1651,big
025950,동신건설,46000,3950,9.39,KOSDAQ,건설,3.864e+11,,10157,150,0.33,2021-09-24,,4.52989449003517,214.666666666667,10.8845070422535,G2010,WICS 자본재,124006699,104328,0.08,92.26,1,G20,산업재,132,18,2268000,G20,,big
007460,에이프로젠 MED,1940,-50,-2.51,KOSPI,기계,386361146200,,1744,0,0,2021-09-24,,0.559862550644834,17.1716064977778,3.03982019040126,G2010,WICS 자본재,124006699,285907,0.23,82.82,1,G20,산업재,56,18,147374870,G20,,big
023410,유진기업,4990,5,0.1,KOSDAQ,비금속,385781206370,692,10357,170,3.41,2021-09-24,7.79355972464647,0.477392904801386,5.89879520443425,0.267198508359884,G2010,WICS 자본재,124006699,216037,0.17,83.58,1,G20,산업재,60,18,43294083,G20,0.0613,big
019680,대교,4545,-5,-0.11,KOSPI,서비스업,384974453250,,5333,100,2.2,2021-09-24,,0.688807395330113,12.539884470684,0.613994343301435,G2560,WICS 교육서비스,1841806,73145,3.97,75.72,1,G25,경기관련소비재,9,6,16093542,G25,,big
004690,삼천리,94900,-2000,-2.06,KOSPI,전기가스업,384821872500,9248,317378,3000,3.16,2021-09-24,12.025683515625,0.276691021354616,3.83670859920239,0.11974045444645,G5510,WICS 유틸리티,11855265,173170,1.46,97.02,1,G55,유틸리티,10,2,1824761,G55,0.023,big
144960,뉴파워프라즈마,8790,150,1.74,KOSDAQ,기계·장비,384058164960,785,3932,50,0.57,2021-09-24,12.3095565692308,1.90410592444224,15.6758434677551,3.52994636911765,G4530,WICS 반도체와반도체장비,431176010,218913,0.05,98.42,1,G45,IT,43,0,24904796,G45,0.1547,big
108230,톱텍,10100,-50,-0.49,KOSDAQ,기계·장비,384034774500,294,9538,100,0.99,2021-09-24,36.2296957075472,0.943806277955272,,1.19265457919255,G4540,WICS 디스플레이,17095003,195858,1.15,66.01,1,G45,IT,14,10,19391855,G45,0.0261,big
089010,켐트로닉스,25750,150,0.59,KOSDAQ,화학,382597542750,1200,7619,250,0.97,2021-09-24,22.5057378088235,3.23686584390863,31.1054912804878,0.721882156132076,G1510,WICS 소재,130796768,248688,0.19,88.22,1,G15,소재,49,8,9657802,G15,0.1438,big
003220,대원제약,18000,-450,-2.44,KOSPI,의약품,382046814000,853,10084,160,0.89,2021-09-24,21.7072053409091,1.79533277255639,15.28187256,1.23840134197731,G3520,WICS 제약과생물공학,139968350,225408,0.16,90.67,1,G35,건강관리,96,16,12522646,G35,0.0827,big
297890,HB솔루션,22900,-700,-2.97,KOSDAQ,기계·장비,381062618100,,5127,0,0,2021-09-24,,8.39344973788546,127.0208727,18.0598397203792,G4540,WICS 디스플레이,17095003,99076,0.58,81.32,1,G45,IT,34,10,4326475,G45,,big
084690,대상홀딩스,10500,0,0,KOSPI,기타금융,380231649000,2360,17589,220,2.1,2021-09-24,4.34054393835616,0.286750866515837,2.63500796257796,0.101278973177423,G3020,"WICS 식품,음료,담배",30382851,125476,0.41,89.11,1,G30,필수소비재,32,6,11950138,G30,0.0661,big
001200,유진투자증권,3915,0,0,KOSPI,증권,379232026470,797,8932,120,3.07,2021-09-24,5.02960247307692,0.438317182697642,,,G4020,WICS 증권,18336465,269255,1.47,92.61,1,G40,금융,12,4,68775157,G40,0.0871,big
175250,아이큐어,41150,200,0.49,KOSDAQ,제약,379146059400,,12429,0,0,2021-09-24,,3.30554541761116,,4.20805837291898,G2520,WICS 내구소비재와의류,49360418,295734,0.6,77.26,1,G25,경기관련소비재,22,7,7186730,G25,,big
034950,한국기업평가,83400,-100,-0.12,KOSDAQ,기타서비스,378678867600,4474,20617,2907,3.49,2021-09-24,18.93394338,3.37202909706144,12.4157005770492,3.94868475078206,G2020,WICS 상업서비스와공급품,5444111,87096,1.6,91.85,1,G20,산업재,13,4,1044318,G20,0.1781,big
237880,클리오,21700,-50,-0.23,KOSDAQ,화학,377428360400,576,8925,100,0.46,2021-09-24,39.3154542083333,2.46524076028739,31.7166689411765,1.72973584051329,G2520,WICS 내구소비재와의류,49360418,105680,0.21,89.92,1,G25,경기관련소비재,60,7,4870043,G25,0.0627,big
036030,케이티알파,7680,50,0.66,KOSDAQ,유통,376468093440,,5430,0,0,2021-09-24,,1.94155798576586,6.25362281461794,1.07777868147724,G2550,WICS 소매(유통),13446456,124234,0.92,95.75,1,G25,경기관련소비재,18,5,16176363,G25,,big
004700,조광피혁,56600,400,0.71,KOSPI,기타제조업,376341210800,5532,47356,300,0.53,2021-09-24,10.23,1.1951134036202,17.6686014460094,3.86784389311408,G2520,WICS 내구소비재와의류,49360418,101612,0.21,90.96,1,G25,경기관련소비재,65,7,1795267,G25,0.1168,big
