Symbol,Date,Open,High,Low,Close,Volume
138040,2011-05-13,6161,6161,5241,5242,428994
138040,2011-05-16,4464,4464,4464,4465,487412
138040,2011-05-17,3938,4056,3796,3796,12268654
138040,2011-05-18,3881,3895,3706,3730,6188170
138040,2011-05-19,3739,3763,3194,3280,6181312
138040,2011-05-20,3298,3431,3170,3265,2796097
138040,2011-05-23,3317,3383,3128,3270,3248272
138040,2011-05-24,3189,3369,3156,3156,2782720
138040,2011-05-25,3203,3213,2928,2938,3131207
138040,2011-05-26,2938,2985,2791,2796,2786850
138040,2011-05-27,2819,2862,2744,2801,1859673
138040,2011-05-30,2829,2891,2748,2749,1587448
138040,2011-05-31,2772,2782,2649,2692,1430988
138040,2011-06-01,2710,2914,2663,2834,2073742
138040,2011-06-02,2763,2905,2729,2877,1648810
138040,2011-06-03,2910,2933,2782,2801,1339224
138040,2011-06-07,2805,3118,2805,3071,2015537
138040,2011-06-08,3056,3090,2938,3033,955371
138040,2011-06-09,2981,3052,2905,2938,641405
138040,2011-06-10,2976,2976,2772,2777,1083304
138040,2011-06-13,2734,2782,2564,2635,795765
138040,2011-06-14,2620,2725,2620,2664,438758
138040,2011-06-15,2654,2710,2630,2697,388019
138040,2011-06-16,2663,2758,2658,2673,490926
138040,2011-06-17,2635,2668,2554,2607,1079500
138040,2011-06-20,2644,2649,2592,2616,342793
138040,2011-06-21,2630,2635,2592,2616,417925
138040,2011-06-22,2635,2644,2587,2616,395547
138040,2011-06-23,2597,2663,2597,2611,511061
138040,2011-06-24,2611,2649,2601,2626,424038
138040,2011-06-27,2630,2701,2625,2645,546856
138040,2011-06-28,2663,2692,2625,2659,543074
138040,2011-06-29,2673,2682,2564,2616,552299
138040,2011-06-30,2616,2635,2587,2616,366617
138040,2011-07-01,2616,2625,2578,2583,441346
138040,2011-07-04,2592,2606,2578,2592,325662
138040,2011-07-05,2592,2592,2568,2578,277286
138040,2011-07-06,2573,2635,2564,2621,479314
138040,2011-07-07,2606,2625,2583,2588,349177
138040,2011-07-08,2597,2644,2592,2592,334952
138040,2011-07-11,2639,2692,2611,2654,570212
138040,2011-07-12,2654,2668,2625,2649,262106
138040,2011-07-13,2654,2673,2620,2664,215423
138040,2011-07-14,2620,2663,2620,2654,309510
138040,2011-07-15,2654,3014,2639,2948,1533401
138040,2011-07-18,2976,3099,2976,3014,1413258
138040,2011-07-19,2976,3052,2957,3033,404094
138040,2011-07-20,3042,3066,2928,2943,863284
138040,2011-07-21,2938,2966,2715,2967,1217984
138040,2011-07-22,2928,3004,2872,2962,314316
138040,2011-07-25,2910,2947,2815,2815,271061
138040,2011-07-26,2815,3023,2815,2896,547353
138040,2011-07-27,2900,2900,2838,2844,236658
138040,2011-07-28,2786,2891,2782,2853,487011
138040,2011-07-29,2843,2876,2786,2787,306690
138040,2011-08-01,2843,2938,2805,2938,334403
138040,2011-08-02,2910,2933,2829,2853,378855
