Symbol,Date,Open,High,Low,Close,Volume
071970,2020-06-26,2225,2290,2200,2250,68508
071970,2020-06-29,2220,2260,2160,2180,74324
071970,2020-06-30,2180,2225,2155,2225,77630
071970,2020-07-01,2285,2285,2180,2190,50563
071970,2020-07-02,2230,2230,2160,2200,38384
071970,2020-07-03,2185,2230,2160,2190,53607
071970,2020-07-06,2190,2300,2170,2300,86792
071970,2020-07-07,2300,2325,2220,2260,53103
071970,2020-07-08,2220,2280,2220,2245,53718
071970,2020-07-09,2245,2280,2220,2240,66300
071970,2020-07-10,2230,2380,2195,2225,202639
071970,2020-07-13,2235,2240,2190,2230,37484
071970,2020-07-14,2245,2250,2195,2220,40019
071970,2020-07-15,2230,2255,2215,2225,48162
071970,2020-07-16,2200,2255,2200,2215,44257
071970,2020-07-17,2270,2270,2210,2255,69700
071970,2020-07-20,2250,2375,2240,2290,148635
071970,2020-07-21,2245,2675,2245,2400,868612
071970,2020-07-22,2400,2400,2320,2365,130622
071970,2020-07-23,2365,2365,2220,2345,115617
071970,2020-07-24,2320,2430,2310,2410,163726
071970,2020-07-27,2385,2600,2385,2435,327577
071970,2020-07-28,2490,2490,2350,2355,120525
071970,2020-07-29,2335,2445,2330,2360,68678
071970,2020-07-30,2360,2365,2325,2360,55143
071970,2020-07-31,2420,2420,2315,2340,51294
071970,2020-08-03,2320,2365,2275,2275,87200
071970,2020-08-04,2325,2355,2275,2340,42306
071970,2020-08-05,2420,2420,2285,2300,82893
071970,2020-08-06,2310,2380,2300,2365,96598
071970,2020-08-07,2365,2380,2305,2350,69390
071970,2020-08-10,2400,2400,2315,2375,65120
071970,2020-08-11,2400,2530,2375,2400,222786
071970,2020-08-12,2400,2470,2220,2360,87575
071970,2020-08-13,2360,2460,2310,2370,114128
071970,2020-08-14,2370,2510,2370,2460,357806
071970,2020-08-18,2505,2520,2280,2300,230568
071970,2020-08-19,2255,2345,2250,2285,104916
071970,2020-08-20,2270,2320,2110,2205,122388
071970,2020-08-21,2205,2260,2145,2205,54302
071970,2020-08-24,2165,2250,2140,2210,58720
071970,2020-08-25,2275,2275,2185,2225,37887
071970,2020-08-26,2275,2275,2180,2230,98597
071970,2020-08-27,2210,2235,2160,2175,84750
071970,2020-08-28,2175,2245,2175,2215,58477
071970,2020-08-31,2220,2245,2200,2225,46662
071970,2020-09-01,2225,2890,2220,2890,6862039
071970,2020-09-02,3330,3755,3175,3755,2610780
071970,2020-09-03,4835,4880,3960,4070,12976197
071970,2020-09-04,3740,5190,3665,4740,8275200
071970,2020-09-07,5010,5740,5010,5740,5930142
071970,2020-09-08,0,0,0,5740,0
071970,2020-09-09,6000,6590,5110,5130,5466163
071970,2020-09-10,5200,5710,4605,4905,3998062
071970,2020-09-11,4940,4975,4510,4660,1882069
071970,2020-09-14,4660,4770,4470,4655,1577437
071970,2020-09-15,4650,4660,4425,4480,951841
071970,2020-09-16,4490,4665,4320,4320,1187789
071970,2020-09-17,4400,4610,4315,4485,1355993
071970,2020-09-18,4500,4550,4250,4410,660197
071970,2020-09-21,4360,4410,4060,4145,734729
071970,2020-09-22,4115,4115,3865,3935,582072
071970,2020-09-23,4050,4270,3770,3850,1787100
071970,2020-09-24,3750,4180,3640,3765,1147871
071970,2020-09-25,3930,3930,3670,3700,325034
071970,2020-09-28,3705,4040,3700,3880,503639
071970,2020-09-29,3895,4145,3850,4040,490236
071970,2020-10-05,4050,4200,4010,4075,493198
071970,2020-10-06,4085,4295,4075,4160,546146
071970,2020-10-07,4160,4270,4105,4250,305691
071970,2020-10-08,4255,4315,4160,4220,264917
071970,2020-10-12,4190,4725,4170,4300,2199625
071970,2020-10-13,4300,4485,4210,4310,455514
071970,2020-10-14,4310,4445,4210,4260,268873
071970,2020-10-15,4260,4330,4060,4165,337662
071970,2020-10-16,4220,4220,3800,4010,268956
071970,2020-10-19,3940,4065,3890,3995,227644
071970,2020-10-20,3905,4295,3780,3880,827000
071970,2020-10-21,4150,4150,3840,3910,177815
071970,2020-10-22,3910,3990,3800,3885,149927
071970,2020-10-23,3895,4020,3830,3830,226386
071970,2020-10-26,3900,3910,3670,3675,212821
071970,2020-10-27,3620,3720,3520,3650,177847
071970,2020-10-28,3655,3890,3655,3870,236304
071970,2020-10-29,3725,3840,3710,3815,114180
071970,2020-10-30,3815,3860,3640,3650,164664
071970,2020-11-02,3650,3820,3650,3815,121522
071970,2020-11-03,3820,4010,3820,3925,232080
071970,2020-11-04,3925,3985,3750,3800,237240
071970,2020-11-05,3860,4060,3845,3985,241629
071970,2020-11-06,4010,4060,3885,3970,116388
071970,2020-11-09,3970,4500,3750,4140,1146351
071970,2020-11-10,4150,4265,4035,4210,411436
071970,2020-11-11,4230,4255,4070,4110,261488
071970,2020-11-12,4110,4675,4060,4165,3066625
071970,2020-11-13,4095,4130,3930,4015,389726
071970,2020-11-16,4015,4205,3985,4195,469260
071970,2020-11-17,4195,4200,3960,3970,442398
071970,2020-11-18,3990,4045,3920,3955,222945
071970,2020-11-19,3965,3980,3860,3890,191154
